都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,経度,緯度,,2400分割,3600分割,,480分割,720分割
香川,72121,四,滝宮,ﾀｷﾉﾐﾔ,綾歌郡綾川町滝宮字山田,34,14.2,133,55.4,60,10,1.5,#昭53.1.11,－,－,133.9233333,34.23666667,,1113,1708,,222,341
香川,72126,官,香南,ｺｳﾅﾝ,高松市香南町由佐　高松航空気象観測所,34,12.8,134,0.9,185,10,－,平15.1.1,－,日照を除く,134.015,34.21333333,,1121,1705,,224,341
香川,72146,四,引田,ﾋｹﾀ,東かがわ市南野,34,12.8,134,24.4,12,10,1.5,#昭53.1.12,－,－,134.4066667,34.21333333,,1152,1705,,230,341
香川,72161,四,財田,ｻｲﾀ,三豊市財田町財田上,34,7.2,133,46.3,65,9.3,1.5,昭53.1.11,－,－,133.7716667,34.12,,1101,1694,,220,338
徳島,72176,雨,竜王山,ﾘｭｳｵｳｻﾞﾝ,徳島県美馬市美馬町字入倉,34,6.8,134,3,1040,－,－,#,－,－,134.05,34.11333333,,1124,1693,,224,338
愛媛,73001,四,大三島,ｵｵﾐｼﾏ,今治市大三島町宮浦地先,34,15,133,0.4,9,10,1.5,#昭53.1.19,－,－,133.0066667,34.25,,1040,1710,,208,342
愛媛,73071,雨,玉川,ﾀﾏｶﾞﾜ,今治市玉川町三反地甲,34,1.1,132,56.4,67,－,－,#,－,－,132.94,34.01833333,,1035,1682,,207,336
愛媛,73076,四,今治,ｲﾏﾊﾞﾘ,今治市山路,34,3.2,132,58.5,27,10,1.5,(昭50.10.1)昭51.2.18,－,－,132.975,34.05333333,,1038,1686,,207,337
愛媛,73126,四,西条,ｻｲｼﾞｮｳ,西条市周布,33,54.9,133,4.8,4,10.2,1.5,(昭50.5.1)昭53.1.18,－,－,133.08,33.915,,1046,1669,,209,333
愛媛,73141,四,新居浜,ﾆｲﾊﾏ,新居浜市船木,33,56.2,133,20.3,90,10,1.5,平28.8.24,－,－,133.3383333,33.93666667,,1067,1672,,213,334
愛媛,73151,四,四国中央,ｼｺｸﾁｭｳｵｳ,四国中央市妻鳥町乙,33,58.9,133,34.9,75,10,1.5,#昭53.1.17,－,－,133.5816667,33.98166667,,1086,1677,,217,335
愛媛,73152,雨,富郷,ﾄﾐｻﾄ,四国中央市富郷町寒川山,33,54.9,133,30.6,310,－,－,昭53.6.29,－,－,133.51,33.915,,1080,1669,,216,333
愛媛,73166,官,松山,ﾏﾂﾔﾏ,松山市北持田町　松山地方気象台,33,50.6,132,46.6,32,－,－,#昭50.4.1,73900,気温、雨,132.7766667,33.84333333,,1022,1661,,204,332
愛媛,73166,官,松山,ﾏﾂﾔﾏ,松山市桑原,33,50.1,132,47.6,41,17.8,－,#昭50.4.1,－,風、日照,132.7933333,33.835,,1023,1660,,204,332
愛媛,73168,官,松山南吉田,ﾏﾂﾔﾏﾐﾅﾐﾖｼﾀﾞ,松山市南吉田町　松山航空気象観測所,33,49.6,132,41.9,4,9.7,－,平15.1.1,－,日照を除く,132.6983333,33.82666667,,1015,1659,,203,331
愛媛,73231,雨,上林,ｶﾐﾊﾔｼ,東温市上林甲,33,44.3,132,53.4,460,－,－,#,－,－,132.89,33.73833333,,1031,1648,,206,329
愛媛,73247,雨,成就社,ｼﾞｮｳｼﾞｭｼｬ,西条市西之川下谷甲,33,47.7,133,7.9,1280,－,－,昭55.5.16,－,－,133.1316667,33.795,,1050,1655,,210,331
愛媛,73256,四,長浜,ﾅｶﾞﾊﾏ,大洲市長浜甲,33,37,132,28.8,4,6.9,1.5,#昭53.1.31,－,－,132.48,33.61666667,,998,1634,,199,326
愛媛,73271,雨,中山,ﾅｶﾔﾏ,伊予市中山町中山丑,33,38.3,132,42.5,163,－,－,#,－,－,132.7083333,33.63833333,,1016,1636,,203,327
愛媛,73276,四,久万,ｸﾏ,上浮穴郡久万高原町入野,33,39.8,132,53.7,511,10,1.5,#昭53.1.20,－,－,132.895,33.66333333,,1031,1639,,206,327
愛媛,73306,四,大洲,ｵｵｽﾞ,大洲市阿蔵字フルカワ甲,33,30.5,132,32.1,20,10,1.5,(昭50.5.1)昭53.1.31,－,－,132.535,33.50833333,,1002,1621,,200,324
愛媛,73321,雨,獅子越峠,ｼｼｺﾞｴﾄｳｹﾞ,喜多郡内子町本川,33,32.6,132,49.9,1000,－,－,#,－,－,132.8316667,33.54333333,,1026,1625,,205,325
愛媛,73341,四,瀬戸,ｾﾄ,西宇和郡伊方町塩成,33,26.8,132,15.4,143,6.6,1.5,平9.8.8,－,－,132.2566667,33.44666667,,980,1613,,196,322
愛媛,73351,雨,八幡浜,ﾔﾜﾀﾊﾏ,八幡浜市五反田,33,26.9,132,26,8,－,－,#,－,－,132.4333333,33.44833333,,994,1613,,198,322
愛媛,73406,四,宇和,ｳﾜ,西予市宇和町神領,33,22,132,30.2,200,10,1.5,(昭50.5.1)昭53.1.23,－,－,132.5033333,33.36666667,,1000,1604,,200,320
愛媛,73442,官,宇和島,ｳﾜｼﾞﾏ,宇和島市住吉町　宇和島特別地域気象観測所,33,13.6,132,33.1,2,33.2,－,平5.2.1,－,－,132.5516667,33.22666667,,1004,1587,,200,317
愛媛,73446,四,近永,ﾁｶﾅｶﾞ,北宇和郡鬼北町近永,33,15.2,132,40.5,129,8.1,1.5,昭54.1.17,－,－,132.675,33.25333333,,1014,1590,,202,318
愛媛,73516,四,御荘,ﾐｼｮｳ,南宇和郡愛南町御荘平城,32,57.8,132,34.2,12,10.1,1.5,#昭53.1.23,－,－,132.57,32.96333333,,1005,1555,,201,311
高知,74056,四,本川,ﾎﾝｶﾞﾜ,吾川郡いの町脇ノ山字根藤,33,45.9,133,20.3,550,10.4,1.5,昭54.1.18,－,－,133.3383333,33.765,,1067,1651,,213,330
高知,74071,四,本山,ﾓﾄﾔﾏ,長岡郡本山町本山,33,45.2,133,34.5,252,9.4,1.5,#昭53.1.1,－,－,133.575,33.75333333,,1086,1650,,217,330
高知,74101,雨,池川,ｲｹｶﾞﾜ,吾川郡仁淀川町土居甲,33,36.5,133,10.1,150,－,－,昭52.7.28,－,－,133.1683333,33.60833333,,1053,1633,,210,326
高知,74126,雨,繁藤,ｼｹﾞﾄｳ,香美市土佐山田町繁藤,33,40.7,133,41.1,346,－,－,#,－,－,133.685,33.67833333,,1094,1641,,218,328
高知,74136,四,大栃,ｵｵﾄﾞﾁ,香美市物部町大栃上西の川,33,41.9,133,52.5,210,6.5,1.5,昭52.12.20,－,－,133.875,33.69833333,,1110,1643,,222,328
高知,74151,雨,魚梁瀬,ﾔﾅｾ,安芸郡馬路村魚梁瀬,33,36.9,134,6.5,450,－,－,昭53.10.25,－,－,134.1083333,33.615,,1128,1633,,225,326
高知,74166,雨,佐川,ｻｶﾜ,高岡郡佐川町丙,33,30.7,133,16.3,80,－,－,#,－,－,133.2716667,33.51166667,,1061,1621,,212,324
高知,74181,官,高知,ｺｳﾁ,高知市比島町　高知地方気象台,33,34,133,32.9,1,15.5,－,#昭50.12.16,74900,－,133.5483333,33.56666667,,1083,1628,,216,325
高知,74187,四,後免,ｺﾞﾒﾝ,南国市廿枝,33,35.4,133,38.6,12,6.5,1.5,昭52.12.20,－,－,133.6433333,33.59,,1091,1630,,218,326
高知,74188,官,南国日章,ﾅﾝｺｸﾆｯｼｮｳ,南国市物部国有　高知航空気象観測所,33,32.7,133,40.1,9,8.3,－,平15.1.1,－,日照を除く,133.6683333,33.545,,1093,1625,,218,325
高知,74237,雨,船戸,ﾌﾅﾄ,高岡郡津野町船戸,33,25,133,5.3,428,－,－,#,－,－,133.0883333,33.41666667,,1047,1610,,209,322
高知,74238,雨,鳥形山,ﾄﾘｶﾞﾀﾔﾏ,吾川郡仁淀川町大植,33,28.8,133,5,835,－,－,平22.3.17,－,－,133.0833333,33.48,,1046,1617,,209,323
高知,74271,四,安芸,ｱｷ,安芸市伊尾木,33,29.3,133,56,6,6.5,1.5,#昭52.12.19,－,－,133.9333333,33.48833333,,1114,1618,,222,323
高知,74276,雨,田野,ﾀﾉ,安芸郡田野町,33,25.6,134,0.4,17,－,－,昭50.4.28,－,－,134.0066667,33.42666667,,1120,1611,,224,322
高知,74296,四,梼原,ﾕｽﾊﾗ,高岡郡梼原町川西路,33,23.4,132,55.3,415,6.5,1.5,(昭50.4.23)昭52.12.22,－,－,132.9216667,33.39,,1033,1606,,206,321
高知,74311,四,須崎,ｽｻｷ,須崎市西町,33,23.1,133,16.6,4,6.5,1.5,#昭52.12.22,－,－,133.2766667,33.385,,1062,1606,,212,321
高知,74336,雨,佐喜浜,ｻｷﾊﾏ,室戸市佐喜浜町,33,24.7,134,11.9,26,－,－,#,－,－,134.1983333,33.41166667,,1135,1609,,227,321
高知,74361,四,窪川,ｸﾎﾞｶﾜ,高岡郡四万十町新開町,33,12.4,133,7.7,205,6.5,1.5,#昭52.12.23,－,－,133.1283333,33.20666667,,1050,1584,,210,316
高知,74372,官,室戸岬,ﾑﾛﾄﾐｻｷ,室戸市室戸岬町　室戸岬特別地域気象観測所,33,15.1,134,10.6,185,－,－,平18.11.28,－,気温、雨、日照,134.1766667,33.25166667,,1134,1590,,226,318
高知,74372,官,室戸岬,ﾑﾛﾄﾐｻｷ,室戸市室戸岬町,33,14.8,134,10.5,161,21.8,－,平18.11.28,－,風,134.175,33.24666667,,1134,1589,,226,317
高知,74381,四,江川崎,ｴｶﾜｻｷ,四万十市西土佐用井,33,10.2,132,47.5,72,10,1.5,昭52.12.26,－,－,132.7916667,33.17,,1023,1580,,204,316
高知,74391,雨,大正,ﾀｲｼｮｳ,高岡郡四万十町大正,33,11.6,132,58.3,150,－,－,#,－,－,132.9716667,33.19333333,,1037,1583,,207,316
高知,74436,四,佐賀,ｻｶﾞ,幡多郡黒潮町佐賀,33,4.7,133,6.1,3,6.5,1.5,昭52.12.23,－,－,133.1016667,33.07833333,,1048,1569,,209,313
高知,74447,官,宿毛,ｽｸﾓ,宿毛市片島　宿毛特別地域気象観測所,32,55.2,132,41.7,2,17.2,－,昭57.4.1,－,－,132.695,32.92,,1015,1550,,203,310
高知,74456,四,中村,ﾅｶﾑﾗ,四万十市入田字長善寺前,32,59.4,132,55.2,8,6.5,1.5,#昭51.2.17,－,－,132.92,32.99,,1033,1558,,206,311
高知,74506,雨,三崎,ﾐｻｷ,土佐清水市三崎,32,47.7,132,52.3,9,－,－,平17.10.17,－,－,132.8716667,32.795,,1029,1535,,205,307
高知,74516,官,清水,ｼﾐｽﾞ,土佐清水市足摺岬　清水特別地域気象観測所,32,43.3,133,0.6,31,14.7,－,#昭50.3.20,－,－,133.01,32.72166667,,1040,1526,,208,305
山口,81011,四,須佐,ｽｻ,萩市須佐字野中,34,36.9,131,37.4,50,6.5,1.5,#昭52.3.7,－,－,131.6233333,34.615,,929,1753,,185,350
山口,81071,官,萩,ﾊｷﾞ,萩市大字土原字川島沖田　萩特別地域気象観測所,34,24.6,131,24.3,2,11.1,－,#昭50.4.1,－,－,131.405,34.41,,912,1729,,182,345
山口,81116,四,油谷,ﾕﾔ,長門市油谷新別名,34,22.2,131,3.3,20,10,1.5,(昭50.4.25)昭52.3.8,－,－,131.055,34.37,,884,1724,,176,344
山口,81141,雨,篠生,ｼﾉﾌﾞ,山口市阿東生雲東分,34,18.2,131,34.6,205,－,－,昭55.11.14,－,－,131.5766667,34.30333333,,926,1716,,185,343
山口,81151,四,徳佐,ﾄｸｻ,山口市阿東徳佐中,34,23.9,131,43.5,310,6.5,1.5,#昭52.3.4,－,－,131.725,34.39833333,,938,1727,,187,345
山口,81167,雨,羅漢山,ﾗｶﾝｻﾞﾝ,岩国市美和町秋掛字羅漢山,34,21,132,3.8,945,－,－,昭51.6.3,－,－,132.0633333,34.35,,965,1722,,193,344
山口,81196,四,秋吉台,ｱｷﾖｼﾀﾞｲ,美祢市秋芳町秋吉,34,14.1,131,18.4,240,10,1.5,#昭52.3.10,－,－,131.3066667,34.235,,904,1708,,180,341
山口,81228,雨,鹿野,ｶﾉ,周南市大字鹿野下字サヤ段,34,13.5,131,48.9,368,－,－,平22.3.9,－,－,131.815,34.225,,945,1707,,189,341
山口,81231,四,広瀬,ﾋﾛｾ,岩国市錦町広瀬,34,15.7,131,57.1,97,6.4,1.5,#昭51.2.24,－,－,131.9516667,34.26166667,,956,1711,,191,342
山口,81266,四,豊田,ﾄﾖﾀ,下関市豊田町大字稲光字土橋,34,11.2,131,4.6,40,6.5,1.5,#昭52.3.11,－,－,131.0766667,34.18666667,,886,1702,,177,340
山口,81271,雨,東厚保,ﾋｶﾞｼｱﾂ,美祢市東厚保町山中,34,7.1,131,10.9,56,－,－,平22.3.26,－,－,131.1816667,34.11833333,,894,1694,,178,338
山口,81286,官,山口,ﾔﾏｸﾞﾁ,山口市前町　山口特別地域気象観測所,34,9.7,131,27.7,18,15.4,－,#昭50.12.18,81900,－,131.4616667,34.16166667,,916,1699,,183,339
山口,81301,雨,和田,ﾜﾀﾞ,周南市大字垰,34,8.9,131,44.1,140,－,－,昭53.6.29,－,－,131.735,34.14833333,,938,1697,,187,339
山口,81321,四,岩国,ｲﾜｸﾆ,岩国市川西,34,9.3,132,10.7,41,10,1.5,(昭50.4.25)昭52.2.22,－,－,132.1783333,34.155,,974,1698,,194,339
山口,81371,四,防府,ﾎｳﾌ,防府市大字植松,34,2.4,131,32,4,10,1.5,#昭52.3.2,－,－,131.5333333,34.04,,922,1684,,184,336
山口,81386,四,下松,ｸﾀﾞﾏﾂ,下松市西豊井,34,0.6,131,52.3,27,10.2,1.5,昭52.3.1,－,－,131.8716667,34.01,,949,1681,,189,336
山口,81397,四,玖珂,ｸｶﾞ,岩国市玖珂町,34,5.7,132,4.5,68,7.8,1.5,(昭50.4.1)昭52.2.28,－,－,132.075,34.095,,965,1691,,193,338
山口,81428,官,下関,ｼﾓﾉｾｷ,下関市竹崎町　下関地方気象台,33,56.9,130,55.5,3,－,－,平8.6.27,81905,気温、雨,130.925,33.94833333,,874,1673,,174,334
山口,81428,官,下関,ｼﾓﾉｾｷ,下関市名池町,33,57.4,130,56.3,46,14.6,－,平8.6.27,－,風、日照,130.9383333,33.95666667,,875,1674,,175,334
山口,81436,官,宇部,ｳﾍﾞ,宇部市沖宇部地先　山口宇部航空気象観測所,33,55.8,131,16.7,5,10,－,#平13.12.12,－,日照を除く,131.2783333,33.93,,902,1671,,180,334
山口,81481,四,柳井,ﾔﾅｲ,柳井市南浜,33,57.5,132,6.8,3,7.9,1.5,(昭50.4.25)昭52.2.25,－,－,132.1133333,33.95833333,,969,1675,,193,335
山口,81486,四,安下庄,ｱｹﾞﾉｼｮｳ,大島郡周防大島町東安下庄,33,54.2,132,17.6,5,10,1.5,#昭52.2.24,－,－,132.2933333,33.90333333,,983,1668,,196,333
福岡,82036,雨,小呂島,ｵﾛﾉｼﾏ,福岡市西区大字小呂島,33,51.8,130,2.1,49,－,－,平26.9.11,－,－,130.035,33.86333333,,802,1663,,160,332
福岡,82046,四,宗像,ﾑﾅｶﾀ,宗像市田熊,33,48.5,130,32.3,7,6.5,1.5,(昭50.4.25)昭52.2.15,－,－,130.5383333,33.80833333,,843,1657,,168,331
福岡,82056,四,八幡,ﾔﾊﾀ,北九州市八幡西区鷹の巣,33,51.1,130,44.6,20,10,1.5,#昭52.2.17,－,－,130.7433333,33.85166667,,859,1662,,171,332
福岡,82068,官,空港北町,ｸｳｺｳｷﾀﾏﾁ,北九州市小倉南区空港北町　北九州航空気象観測所,33,50.7,131,2.1,7,8,－,平15.1.1,－,日照を除く,131.035,33.845,,882,1661,,176,332
福岡,82097,雨,東谷,ﾋｶﾞｼﾀﾆ,北九州市小倉南区大字木下,33,46.7,130,51.9,55,－,－,平24.2.15,－,－,130.865,33.77833333,,869,1653,,173,330
福岡,82101,四,行橋,ﾕｸﾊｼ,行橋市西泉,33,42.8,130,58.5,9,10,1.5,#昭52.2.18,－,－,130.975,33.71333333,,878,1645,,175,329
福岡,82136,官,飯塚,ｲｲﾂﾞｶ,飯塚市川島字甘木　飯塚特別地域気象観測所,33,39.1,130,41.6,37,11,－,#昭50.12.16,－,－,130.6933333,33.65166667,,855,1638,,171,327
福岡,82171,四,前原,ﾏｴﾊﾞﾙ,糸島市前原西,33,33.6,130,11.4,5,10,1.5,#昭52.3.4,－,－,130.19,33.56,,815,1627,,163,325
福岡,82182,官,福岡,ﾌｸｵｶ,福岡市中央区大濠　福岡管区気象台,33,34.9,130,22.5,3,－,－,平22.2.18,82900,気温、雨、日照,130.375,33.58166667,,830,1629,,166,325
福岡,82182,官,福岡,ﾌｸｵｶ,福岡市中央区六本松,33,34.9,130,22.6,3,34.6,－,平22.2.18,－,風,130.3766667,33.58166667,,830,1629,,166,325
福岡,82186,官,博多,ﾊｶﾀ,福岡市博多区大字上臼井字屋敷　福岡航空地方気象台,33,35,130,27.1,9,10,－,平15.1.1,－,日照を除く,130.4516667,33.58333333,,836,1630,,167,326
福岡,82191,四,太宰府,ﾀﾞｻﾞｲﾌ,太宰府市大佐野,33,29.8,130,29.4,52,10.2,1.5,昭52.3.2,－,－,130.49,33.49666667,,839,1619,,167,323
福岡,82206,四,添田,ｿｴﾀﾞ,田川郡添田町大字野田字大野ノ原,33,33.5,130,51.3,92,6.5,1.5,(昭50.5.25)昭52.2.21,－,－,130.855,33.55833333,,868,1627,,173,325
福岡,82241,雨,早良脇山,ｻﾜﾗﾜｷﾔﾏ,福岡市早良区脇山,33,29.3,130,21.2,83,－,－,平22.3.2,－,－,130.3533333,33.48833333,,828,1618,,165,323
福岡,82261,四,朝倉,ｱｻｸﾗ,朝倉市三奈木,33,24.4,130,41.7,38,10.1,1.5,#昭52.2.18,－,－,130.695,33.40666667,,855,1608,,171,321
福岡,82272,雨,英彦山,ﾋｺｻﾝ,田川郡添田町大字英彦山,33,29.3,130,55.4,823,－,－,昭63.9.8,－,－,130.9233333,33.48833333,,873,1618,,174,323
福岡,82306,四,久留米,ｸﾙﾒ,久留米市津福本町,33,18.2,130,29.6,7,13,1.5,昭52.3.1,－,－,130.4933333,33.30333333,,839,1596,,167,319
福岡,82316,雨,耳納山,ﾐﾉｳｻﾝ,久留米市草野町字吉木,33,17.5,130,37.5,607,－,－,#,－,－,130.625,33.29166667,,850,1595,,170,319
福岡,82317,四,黒木,ｸﾛｷﾞ,八女市黒木町本分,33,13.5,130,38.7,144,6.5,1.5,#昭52.2.25,－,－,130.645,33.225,,851,1587,,170,317
福岡,82331,雨,柳川,ﾔﾅｶﾞﾜ,柳川市本城町,33,9.6,130,24.2,7,－,－,昭50.4.25,－,－,130.4033333,33.16,,832,1579,,166,315
福岡,82361,四,大牟田,ｵｵﾑﾀ,大牟田市笹原町,33,0.4,130,28,40,10,1.5,#昭52.2.23,－,－,130.4666667,33.00666667,,837,1560,,167,312
大分,83021,四,国見,ｸﾆﾐ,国東市国見町中,33,40.5,131,35.4,14,6.5,1.5,昭52.2.15,－,－,131.59,33.675,,927,1641,,185,328
大分,83051,四,中津,ﾅｶﾂ,中津市大字定留,33,35.2,131,14.7,12,10,1.5,平23.3.15,－,－,131.245,33.58666667,,899,1630,,179,326
大分,83061,四,豊後高田,ﾌﾞﾝｺﾞﾀｶﾀﾞ,豊後高田市呉崎,33,34.2,131,26,5,6.5,1.5,#昭52.2.16,－,－,131.4333333,33.57,,914,1628,,182,325
大分,83096,雨,耶馬渓,ﾔﾊﾞｹｲ,中津市耶馬渓町大島,33,26.7,131,6.9,100,－,－,昭50.5.8,－,－,131.115,33.445,,889,1613,,177,322
大分,83106,四,院内,ｲﾝﾅｲ,宇佐市院内町山城,33,25.2,131,19,90,13.3,1.5,(昭50.4.24)昭52.2.21,－,－,131.3166667,33.42,,905,1610,,181,322
大分,83121,四,杵築,ｷﾂｷ,杵築市大字本庄,33,25,131,35.8,5,10.1,1.5,昭53.1.10,－,－,131.5966667,33.41666667,,927,1610,,185,322
大分,83126,官,武蔵,ﾑｻｼ,国東市武蔵町大字糸原字大海田　大分航空気象観測所,33,28.7,131,44.2,5,8,－,平15.1.1,－,日照を除く,131.7366667,33.47833333,,938,1617,,187,323
大分,83137,官,日田,ﾋﾀ,日田市三本松　日田特別地域気象観測所,33,19.3,130,55.7,83,22.1,－,#昭50.12.13,－,－,130.9283333,33.32166667,,874,1598,,174,319
大分,83191,四,玖珠,ｸｽ,玖珠郡玖珠町大字帆足,33,17.5,131,9.3,331,10,1.5,(昭50.4.24)昭52.2.22,－,－,131.155,33.29166667,,892,1595,,178,319
大分,83201,四,湯布院,ﾕﾌｲﾝ,由布市湯布院町川南,33,15.2,131,20.8,435,6.5,1.5,#昭52.2.23,－,－,131.3466667,33.25333333,,907,1590,,181,318
大分,83216,官,大分,ｵｵｲﾀ,大分市長浜町　大分地方気象台,33,14.1,131,37.1,5,19.8,－,#昭50.3.21,83900,－,131.6183333,33.235,,929,1588,,185,317
大分,83226,雨,佐賀関,ｻｶﾞﾉｾｷ,大分市大字佐賀関字太田,33,14.9,131,51.9,1,－,－,#,－,－,131.865,33.24833333,,949,1589,,189,317
大分,83242,雨,椿ヶ鼻,ﾂﾊﾞｷｶﾞﾊﾅ,日田市前津江町大野字ウスギ,33,11.4,130,54.9,843,－,－,平16.11.4,－,－,130.915,33.19,,873,1582,,174,316
大分,83286,雨,臼杵,ｳｽｷ,臼杵市大字諏訪字北ヶ迫,33,7.9,131,47.8,30,－,－,昭50.4.24,－,－,131.7966667,33.13166667,,943,1575,,188,315
大分,83341,四,犬飼,ｲﾇｶｲ,豊後大野市犬飼町田原,33,3.9,131,37.9,100,6.8,1.5,#昭52.3.3,－,－,131.6316667,33.065,,930,1567,,186,313
大分,83371,四,竹田,ﾀｹﾀ,竹田市大字会々,32,58.4,131,23.9,261,10,1.5,#昭52.3.2,－,－,131.3983333,32.97333333,,911,1556,,182,311
大分,83401,四,佐伯,ｻｲｷ,佐伯市字剣崎,32,57,131,54.1,2,10,1.5,#昭52.3.1,－,－,131.9016667,32.95,,952,1554,,190,310
大分,83431,四,宇目,ｳﾒ,佐伯市宇目大字重岡,32,50.7,131,40.5,200,10,1.5,昭52.3.2,－,－,131.675,32.845,,934,1541,,186,308
大分,83476,四,蒲江,ｶﾏｴ,佐伯市蒲江蒲江浦,32,47.7,131,55.4,2,10,1.5,#昭52.2.28,－,－,131.9233333,32.795,,953,1535,,190,307
長崎,84012,四,鰐浦,ﾜﾆｳﾗ,対馬市上対馬町鰐浦字カキセ,34,41.9,129,26.7,63,8,1.5,平7.8.2,－,－,129.445,34.69833333,,755,1763,,151,352
長崎,84072,官,厳原,ｲﾂﾞﾊﾗ,対馬市厳原町東里　厳原特別地域気象観測所,34,11.8,129,17.5,4,36,－,平3.9.1,－,－,129.2916667,34.19666667,,743,1703,,148,340
長崎,84076,官,美津島,ﾐﾂｼﾏ,対馬市美津島町鶏知乙　対馬航空気象観測所,34,17.1,129,19.8,63,10.1,－,平15.1.1,－,日照を除く,129.33,34.285,,746,1714,,149,342
長崎,84121,四,芦辺,ｱｼﾍﾞ,壱岐市芦辺町国分東触,33,48,129,43.3,97,10,1.5,昭52.3.11,－,－,129.7216667,33.8,,777,1656,,155,331
長崎,84122,官,石田,ｲｼﾀﾞ,壱岐市石田町筒城東触　壱岐航空気象観測所,33,44.9,129,47.1,12,10,－,平15.1.1,－,日照を除く,129.785,33.74833333,,782,1649,,156,329
長崎,84171,官,平戸,ﾋﾗﾄﾞ,平戸市岩の上町　平戸特別地域気象観測所,33,21.6,129,33,58,12.4,－,#昭50.12.11,－,－,129.55,33.36,,764,1603,,152,320
長崎,84183,四,松浦,ﾏﾂｳﾗ,松浦市志佐町里免字辻ノ尾台,33,20.5,129,42.7,14,10,1.5,平23.3.15,－,－,129.7116667,33.34166667,,776,1601,,155,320
長崎,84236,官,小値賀,ｵﾁﾞｶ,北松浦郡小値賀町前方郷　小値賀航空気象観測所,33,11.4,129,5.4,8,10,－,平15.1.1,－,日照を除く,129.09,33.19,,727,1582,,145,316
長崎,84266,官,佐世保,ｻｾﾎﾞ,佐世保市干尽町　佐世保特別地域気象観測所,33,9.5,129,43.6,4,35,－,平14.3.27,－,－,129.7266667,33.15833333,,778,1579,,155,315
長崎,84286,官,頭ヶ島,ｶｼﾗｶﾞｼﾏ,南松浦郡新上五島町友住郷　上五島航空気象観測所,33,0.8,129,11.5,80,10,－,平15.1.1,－,日照を除く,129.1916667,33.01333333,,735,1561,,147,312
長崎,84341,四,有川,ｱﾘｶﾜ,南松浦郡新上五島町有川郷字上原,32,58.9,129,7.1,11,8.4,1.5,平11.12.22,－,－,129.1183333,32.98166667,,729,1557,,145,311
長崎,84356,四,大瀬戸,ｵｵｾﾄ,西海市大瀬戸町多以良外郷先野元,32,56.9,129,37.9,43,10.2,1.5,#昭52.2.21,－,－,129.6316667,32.94833333,,770,1553,,154,310
長崎,84361,雨,長浦岳,ﾅｶﾞｳﾗﾀﾞｹ,長崎市神浦北大中尾町上アマサキ,32,54.5,129,44.3,510,－,－,#,－,－,129.7383333,32.90833333,,779,1549,,155,309
長崎,84371,官,大村,ｵｵﾑﾗ,大村市箕島町　長崎航空気象観測所,32,55,129,54.8,3,10,－,(昭51.4.22)平8.3.25,－,日照を除く,129.9133333,32.91666667,,793,1550,,158,310
長崎,84441,雨,諫早,ｲｻﾊﾔ,諫早市馬渡町,32,50.6,130,1.5,15,－,－,#,－,－,130.025,32.84333333,,802,1541,,160,308
長崎,84496,官,長崎,ﾅｶﾞｻｷ,長崎市南山手町　長崎地方気象台,32,44,129,52,27,18.6,－,#昭50.3.21,84900,－,129.8666667,32.73333333,,789,1528,,157,305
長崎,84519,官,雲仙岳,ｳﾝｾﾞﾝﾀﾞｹ,雲仙市小浜町雲仙　雲仙岳特別地域気象観測所,32,44.2,130,15.7,678,－,－,平14.11.26,－,気温、雨、日照,130.2616667,32.73666667,,820,1528,,164,305
長崎,84519,官,雲仙岳,ｳﾝｾﾞﾝﾀﾞｹ,雲仙市小浜町雲仙絹笠山,32,44.1,130,15,870,10.4,－,平14.11.26,－,風,130.25,32.735,,820,1528,,164,305
長崎,84523,四,島原,ｼﾏﾊﾞﾗ,島原市新湊,32,45.6,130,21.7,14,10,1.5,平.18.3.15,－,－,130.3616667,32.76,,828,1531,,165,306
長崎,84536,官,福江,ﾌｸｴ,五島市木場町　福江特別地域気象観測所,32,41.6,128,49.6,25,10.2,－,#昭50.3.18,－,－,128.8266667,32.69333333,,706,1523,,141,304
長崎,84537,官,上大津,ｶﾐｵｵﾂﾞ,五島市上大津町　福江航空気象観測所,32,39.9,128,49.9,77,10.1,－,平15.1.1,－,日照を除く,128.8316667,32.665,,706,1519,,141,303
長崎,84561,四,口之津,ｸﾁﾉﾂ,南島原市口之津町丁,32,36.7,130,11.6,13,10,1.5,(昭50.4.23)昭51.4.1,－,－,130.1933333,32.61166667,,815,1513,,163,302
長崎,84596,四,野母崎,ﾉﾓｻﾞｷ,長崎市野母町,32,34.7,129,44.4,190,15.4,1.5,平3.3.29,－,－,129.74,32.57833333,,779,1509,,155,301
佐賀,85033,四,唐津,ｶﾗﾂ,唐津市二夕子,33,27.5,129,57.3,23,10,1.5,平22.2.25,－,－,129.955,33.45833333,,796,1615,,159,323
佐賀,85046,雨,北山,ﾎｸｻﾞﾝ,佐賀市富士町大字関屋字中島,33,24.8,130,13.2,339,－,－,平22.3.17,－,－,130.22,33.41333333,,817,1609,,163,321
佐賀,85106,雨,鳥栖,ﾄｽ,鳥栖市田代外町,33,23.1,130,31,25,－,－,平22.3.4,－,－,130.5166667,33.385,,841,1606,,168,321
