都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,経度,緯度,,2400分割,3600分割,,480分割,720分割
茨城,40281,四,下妻,ｼﾓﾂﾏ,下妻市二本紀,36,10.1,139,56.7,20,10,1.5,#昭53.1.11,－,－,139.945,36.16833333,,1595,1940,,319,388
茨城,40311,四,鉾田,ﾎｺﾀ,鉾田市安房,36,10.1,140,31.6,32,10,1.5,昭53.1.31,－,－,140.5266667,36.16833333,,1642,1940,,328,388
茨城,40326,雨,坂東,ﾊﾞﾝﾄﾞｳ,坂東市辺田,36,2.1,139,53.6,16,－,－,#,－,－,139.8933333,36.035,,1591,1924,,318,384
茨城,40336,官,つくば,ﾂｸﾊﾞ,つくば市長峰　高層気象台,36,3.4,140,7.5,25,20.4,－,平2.3.9,40905,－,140.125,36.05666667,,1610,1926,,322,385
茨城,40341,四,土浦,ﾂﾁｳﾗ,土浦市木田余東台,36,6.2,140,13.2,26,10,1.5,#昭53.1.12,－,－,140.22,36.10333333,,1617,1932,,323,386
茨城,40391,雨,江戸崎,ｴﾄﾞｻｷ,稲敷市江戸崎甲,35,57.6,140,19.2,25,－,－,昭50.3.28,－,－,140.32,35.96,,1625,1915,,325,383
茨城,40406,四,鹿嶋,ｶｼﾏ,鹿嶋市城山,35,57.8,140,37.3,37,10,1.5,#昭53.1.17,－,－,140.6216667,35.96333333,,1649,1915,,329,383
茨城,40426,四,龍ケ崎,ﾘｭｳｶﾞｻｷ,龍ケ崎市大徳町,35,53.4,140,12.7,4,9.4,1.5,(昭50.5.20)昭53.12.19,－,－,140.2116667,35.89,,1616,1906,,323,381
栃木,41011,四,那須高原,ﾅｽｺｳｹﾞﾝ,那須郡那須町大島,37,7.4,140,2.1,749,6.6,1.5,#昭52.11.9,41900,－,140.035,37.12333333,,1602,2054,,320,410
栃木,41076,四,五十里,ｲｶﾘ,日光市五十里堀割,36,55.3,139,41.7,620,10,1.5,(昭50.5.20)昭52.11.10,－,－,139.695,36.92166667,,1575,2030,,315,406
栃木,41091,四,黒磯,ｸﾛｲｿ,那須塩原市埼玉,36,58.9,140,1.1,343,10,1.5,#昭52.12.26,－,－,140.0183333,36.98166667,,1601,2037,,320,407
栃木,41116,四,土呂部,ﾄﾞﾛﾌﾞ,日光市土呂部,36,53.5,139,34.1,925,10,1.5,昭52.11.10,41905,－,139.5683333,36.89166667,,1565,2027,,313,405
栃木,41141,四,大田原,ｵｵﾀﾜﾗ,大田原市宇田川,36,50.4,140,2.1,188,10,1.5,#昭51.2.20,－,－,140.035,36.84,,1602,2020,,320,404
栃木,41166,官,奥日光,ｵｸﾆｯｺｳ,日光市中宮祠　日光特別地域気象観測所,36,44.3,139,30,1292,11.3,－,#昭50.11.27,41910,－,139.5,36.73833333,,1560,2008,,312,401
栃木,41171,四,今市,ｲﾏｲﾁ,日光市瀬川,36,43.6,139,40.6,414,10,1.5,昭53.12.21,－,－,139.6766667,36.72666667,,1574,2007,,314,401
栃木,41181,四,塩谷,ｼｵﾔ,塩谷郡塩谷町大字田所,36,45.4,139,53,225,10.5,1.5,昭53.12.21,－,－,139.8833333,36.75666667,,1590,2010,,318,402
栃木,41211,雨,足尾,ｱｼｵ,日光市足尾町,36,38.8,139,26.9,650,－,－,昭50.5.20,－,－,139.4483333,36.64666667,,1555,1997,,311,399
栃木,41241,雨,高根沢,ﾀｶﾈｻﾞﾜ,塩谷郡高根沢町上高根沢台の原,36,36.4,139,59.9,148,－,－,#,－,－,139.9983333,36.60666667,,1599,1992,,319,398
栃木,41247,四,那須烏山,ﾅｽｶﾗｽﾔﾏ,那須烏山市森田字小塙前,36,38.5,140,7,82,10.5,1.5,平21.2.24,－,－,140.1166667,36.64166667,,1609,1997,,321,399
栃木,41271,四,鹿沼,ｶﾇﾏ,鹿沼市見野,36,35.5,139,44.1,165,10.5,1.5,#昭53.1.9,－,－,139.735,36.59166667,,1578,1991,,315,398
栃木,41277,官,宇都宮,ｳﾂﾉﾐﾔ,宇都宮市明保野町　宇都宮地方気象台,36,32.9,139,52.1,119,49.4,－,平元.12.20,41915,－,139.8683333,36.54833333,,1589,1985,,317,397
栃木,41311,雨,葛生,ｸｽﾞｳ,佐野市豊代町,36,25.9,139,35.4,120,－,－,#,－,－,139.59,36.43166667,,1567,1971,,313,394
栃木,41331,四,真岡,ﾓｵｶ,真岡市下籠谷,36,28.6,139,59.2,91,10,1.5,#昭53.1.10,－,－,139.9866667,36.47666667,,1598,1977,,319,395
栃木,41356,雨,足利,ｱｼｶｶﾞ,足利市上渋垂町,36,18.1,139,28.4,28,－,－,#,－,－,139.4733333,36.30166667,,1557,1956,,311,391
栃木,41361,四,佐野,ｻﾉ,佐野市田沼町,36,21.8,139,34.2,68,10.8,1.5,(昭50.5.20)昭53.1.9,－,－,139.57,36.36333333,,1565,1963,,313,392
栃木,41371,雨,栃木,ﾄﾁｷﾞ,栃木市平井町,36,22.4,139,42.2,65,－,－,#,－,－,139.7033333,36.37333333,,1576,1964,,315,392
栃木,41376,四,小山,ｵﾔﾏ,小山市出井,36,20.3,139,49.8,44,15.8,1.5,#昭53.1.10,－,－,139.83,36.33833333,,1586,1960,,317,392
群馬,42046,四,藤原,ﾌｼﾞﾜﾗ,利根郡みなかみ町藤原字屋倉,36,51.8,139,3.5,700,10,4,昭52.11.11,42900,－,139.0583333,36.86333333,,1524,2023,,304,404
群馬,42091,四,みなかみ,ﾐﾅｶﾐ,利根郡みなかみ町幸知,36,48,138,59.5,531,8.5,3,(昭50.5.20)昭52.12.23,42905,－,138.9916667,36.8,,1519,2016,,303,403
群馬,42106,雨,片品,ｶﾀｼﾅ,利根郡片品村鎌田,36,46.3,139,14.3,860,－,－,昭52.7.19,－,－,139.2383333,36.77166667,,1539,2012,,307,402
群馬,42121,四,草津,ｸｻﾂ,吾妻郡草津町草津,36,37,138,35.5,1223,7.5,2.5,#昭52.12.23,42910,－,138.5916667,36.61666667,,1487,1994,,297,398
群馬,42146,四,沼田,ﾇﾏﾀ,沼田市井土上町,36,40.1,139,1.3,390,10,1.5,#昭52.12.21,－,－,139.0216667,36.66833333,,1521,2000,,304,400
群馬,42186,四,中之条,ﾅｶﾉｼﾞｮｳ,吾妻郡中之条町伊勢町,36,35.2,138,51,354,10,1.5,(昭50.5.20)昭52.12.21,－,－,138.85,36.58666667,,1508,1990,,301,398
群馬,42221,四,田代,ﾀｼﾛ,吾妻郡嬬恋村田代,36,27.8,138,27.8,1230,10,2,#昭52.12.22,－,－,138.4633333,36.46333333,,1477,1975,,295,395
群馬,42241,雨,榛名山,ﾊﾙﾅｻﾝ,高崎市榛名湖町沼ノ原甲,36,28.3,138,52.4,1088,－,－,#,－,－,138.8733333,36.47166667,,1509,1976,,301,395
群馬,42251,官,前橋,ﾏｴﾊﾞｼ,前橋市昭和町　前橋地方気象台,36,24.3,139,3.6,112,－,－,#昭50.2.27,42915,気温、雨,139.06,36.405,,1524,1968,,304,393
群馬,42251,官,前橋,ﾏｴﾊﾞｼ,前橋市元総社町,36,23.2,139,2.3,112,12.6,－,#昭50.2.27,－,風、日照,139.0383333,36.38666667,,1523,1966,,304,393
群馬,42261,雨,黒保根,ｸﾛﾎﾈ,桐生市黒保根町水沼,36,30.1,139,17,285,－,－,昭53.6.16,－,－,139.2833333,36.50166667,,1542,1980,,308,396
群馬,42266,四,桐生,ｷﾘｭｳ,桐生市元宿町,36,24.6,139,19.5,117,10,1.5,#昭51.2.5,－,－,139.325,36.41,,1546,1969,,309,393
群馬,42286,四,上里見,ｶﾐｻﾄﾐ,高崎市上里見町,36,22.6,138,53.7,183,6.5,1.5,#昭52.12.19,－,－,138.895,36.37666667,,1511,1965,,302,393
群馬,42302,四,伊勢崎,ｲｾｻｷ,伊勢崎市宮子町,36,19.9,139,9.9,64,12,1.5,平10.7.27,－,－,139.165,36.33166667,,1533,1959,,306,391
群馬,42326,四,西野牧,ﾆｼﾉﾏｷ,甘楽郡下仁田町西野牧,36,14.7,138,42.4,375,10,1.5,#昭52.12.20,－,－,138.7066667,36.245,,1496,1949,,299,389
群馬,42341,雨,藤岡,ﾌｼﾞｵｶ,藤岡市藤岡,36,14.5,139,4.2,95,－,－,#,－,－,139.07,36.24166667,,1525,1949,,305,389
群馬,42366,四,館林,ﾀﾃﾊﾞﾔｼ,館林市富士原町,36,14.4,139,30.8,23,10.1,1.5,#昭53.12.22,－,－,139.5133333,36.24,,1561,1948,,312,389
群馬,42396,四,神流,ｶﾝﾅ,多野郡神流町大字黒田字坂井道下,36,6.5,138,53.8,357,8.5,1.5,昭52.11.17,－,－,138.8966667,36.10833333,,1511,1933,,302,386
埼玉,43051,四,寄居,ﾖﾘｲ,大里郡寄居町大字折原,36,6.3,139,11,128,10,1.5,(昭50.5.17)昭52.12.19,－,－,139.1833333,36.105,,1534,1932,,306,386
埼玉,43056,官,熊谷,ｸﾏｶﾞﾔ,熊谷市桜町　熊谷地方気象台,36,9,139,22.8,30,16.7,－,#昭50.3.3,43905,－,139.38,36.15,,1550,1938,,310,387
埼玉,43091,雨,上吉田,ｶﾐﾖｼﾀﾞ,秩父市上吉田,36,3.2,138,58.8,275,－,－,昭52.8.25,－,－,138.98,36.05333333,,1518,1926,,303,385
埼玉,43121,雨,鴻巣,ｺｳﾉｽ,鴻巣市中央,36,3.9,139,31.3,15,－,－,昭50.6.11,－,－,139.5216667,36.065,,1561,1927,,312,385
埼玉,43126,四,久喜,ｸｷ,久喜市六万部,36,5.2,139,38.1,12,10,1.5,#昭52.12.20,－,－,139.635,36.08666667,,1570,1930,,314,386
埼玉,43151,雨,三峰,ﾐﾂﾐﾈ,秩父市三峰,35,55.6,138,55.4,975,－,－,昭50.5.16,－,－,138.9233333,35.92666667,,1513,1911,,302,382
埼玉,43156,官,秩父,ﾁﾁﾌﾞ,秩父市上町　秩父特別地域気象観測所,35,59.4,139,4.4,232,17.2,－,#昭50.11.28,43900,－,139.0733333,35.99,,1525,1918,,305,383
埼玉,43157,雨,浦山,ｳﾗﾔﾏ,秩父市浦山,35,55.2,139,4.2,400,－,－,昭52.6.28,－,－,139.07,35.92,,1525,1910,,305,382
埼玉,43162,雨,ときがわ,ﾄｷｶﾞﾜ,比企郡ときがわ町大字大野字宮澤,35,59.4,139,12.4,295,－,－,平12.4.28,－,－,139.2066667,35.99,,1536,1918,,307,383
埼玉,43171,四,鳩山,ﾊﾄﾔﾏ,比企郡鳩山町大字赤沼,35,59.1,139,20.1,44,6.5,1.5,昭52.12.22,－,－,139.335,35.985,,1546,1918,,309,383
埼玉,43231,雨,飯能,ﾊﾝﾉｳ,飯能市征矢町,35,50.3,139,19.3,84,－,－,#,－,－,139.3216667,35.83833333,,1545,1900,,309,380
埼玉,43241,四,さいたま,ｻｲﾀﾏ,さいたま市桜区大字宿,35,52.5,139,35.2,8,10,1.5,#昭52.12.22,－,－,139.5866667,35.875,,1566,1905,,313,381
埼玉,43256,四,越谷,ｺｼｶﾞﾔ,越谷市大字北後谷,35,53,139,45.4,3,10,1.5,#昭52.12.20,－,－,139.7566667,35.88333333,,1580,1906,,316,381
埼玉,43266,四,所沢,ﾄｺﾛｻﾞﾜ,所沢市勝楽寺,35,46.4,139,24.8,119,10,1.5,(昭50.6.11)昭52.12.21,－,－,139.4133333,35.77333333,,1553,1892,,310,378
東京,44046,四,小河内,ｵｺﾞｳﾁ,西多摩郡奥多摩町原,35,47.5,139,3,530,9.5,1.5,#昭51.12.15,－,－,139.05,35.79166667,,1524,1895,,304,379
東京,44051,雨,小沢,ｵｻﾞﾜ,西多摩郡檜原村,35,44.1,139,7.4,420,－,－,昭52.8.2,－,－,139.1233333,35.735,,1529,1888,,305,377
東京,44056,四,青梅,ｵｳﾒ,青梅市新町,35,47.3,139,18.7,155,10,1.5,(昭50.5.16)昭51.12.14,－,－,139.3116667,35.78833333,,1544,1894,,308,378
東京,44071,四,練馬,ﾈﾘﾏ,練馬区石神井台,35,44.3,139,35.5,51,11.3,1.5,平24.12.26,－,－,139.5916667,35.73833333,,1567,1888,,313,377
東京,44112,四,八王子,ﾊﾁｵｳｼﾞ,八王子市元本郷町,35,40,139,19,123,49.8,1.5,昭58.9.30,－,－,139.3166667,35.66666667,,1545,1880,,309,376
東京,44116,四,府中,ﾌﾁｭｳ,府中市幸町,35,41,139,29,59,9.3,1.5,昭51.12.14,－,－,139.4833333,35.68333333,,1558,1882,,311,376
東京,44126,雨,世田谷,ｾﾀｶﾞﾔ,世田谷区岡本,35,37.6,139,37.2,35,－,－,#,－,－,139.62,35.62666667,,1569,1875,,313,375
東京,44132,官,東京,ﾄｳｷｮｳ,千代田区北の丸公園　東京管区気象台,35,41.5,139,45,25,－,－,平19.11.1,44900,気温、雨,139.75,35.69166667,,1580,1883,,316,376
東京,44132,官,東京,ﾄｳｷｮｳ,千代田区北の丸公園,35,41.5,139,45.1,20,35.3,－,平19.11.1,－,風、日照,139.7516667,35.69166667,,1580,1883,,316,376
東京,44136,四,江戸川臨海,ｴﾄﾞｶﾞﾜﾘﾝｶｲ,江戸川区臨海町,35,38.3,139,51.8,5,10.2,－,#昭51.12.13,－,－,139.8633333,35.63833333,,1589,1876,,317,375
東京,44166,官,羽田,ﾊﾈﾀﾞ,大田区羽田空港　東京航空地方気象台,35,33.2,139,46.8,6,10,－,#平5.10.12,－,日照を除く,139.78,35.55333333,,1582,1866,,316,373
東京,44172,官,大島,ｵｵｼﾏ,大島町元町字家の上　大島特別地域気象観測所,34,44.9,139,21.7,74,27.1,－,平3.12.18,－,－,139.3616667,34.74833333,,1548,1769,,309,353
東京,44173,官,大島北ノ山,ｵｵｼﾏｷﾀﾉﾔﾏ,大島町元町字北の山　大島航空気象観測所,34,46.9,139,21.6,38,9,－,平15.1.1,－,日照を除く,139.36,34.78166667,,1548,1773,,309,354
東京,44191,雨,利島,ﾄｼﾏ,利島村,34,31.7,139,16.9,100,－,－,平26.7.25,－,－,139.2816667,34.52833333,,1542,1743,,308,348
東京,44207,官,新島,ﾆｲｼﾞﾏ,新島村川原　新島航空気象観測所,34,22.1,139,16.1,29,10,－,平15.1.1,－,日照を除く,139.2683333,34.36833333,,1541,1724,,308,344
東京,44216,官,神津島,ｺｳﾂﾞｼﾏ,神津島村金長　神津島航空気象観測所,34,11.3,139,8,138,10,－,平15.1.1,－,日照を除く,139.1333333,34.18833333,,1530,1702,,306,340
東京,44226,官,三宅島,ﾐﾔｹｼﾞﾏ,三宅村神着　三宅島特別地域気象観測所,34,7.4,139,31.2,38,13.2,－,#昭50.12.10,－,－,139.52,34.12333333,,1561,1694,,312,338
東京,44228,官,三宅坪田,ﾐﾔｹﾂﾎﾞﾀ,三宅村坪田　三宅島航空気象観測所,34,4.4,139,33.6,20,6.5,－,平12.9.11,－,日照を除く,139.56,34.07333333,,1564,1688,,312,337
東京,44262,官,八重見ヶ原,ﾔｴﾐｶﾞﾊﾗ,八丈島八丈町大賀郷　八丈島航空気象観測所,33,6.9,139,47.1,92,10.3,－,平15.1.1,－,日照を除く,139.785,33.115,,1582,1573,,316,314
東京,44263,官,八丈島,ﾊﾁｼﾞｮｳｼﾞﾏ,八丈島八丈町大賀郷　八丈島特別地域気象観測所,33,7.3,139,46.7,151,－,－,昭50.3.13,－,気温、雨,139.7783333,33.12166667,,1582,1574,,316,314
東京,44263,官,八丈島,ﾊﾁｼﾞｮｳｼﾞﾏ,八丈島八丈町大賀郷,33,6.2,139,47,74,18.1,－,昭50.3.13,－,風、日照,139.7833333,33.10333333,,1582,1572,,316,314
東京,44281,雨,青ヶ島,ｱｵｶﾞｼﾏ,青ヶ島村,32,28,139,45.6,272,－,－,平26.7.31,－,－,139.76,32.46666667,,1580,1496,,316,299
東京,44301,官,父島,ﾁﾁｼﾞﾏ,小笠原村父島字西町　父島気象観測所,27,5.5,142,11.4,3,15.8,－,昭61.3.18,－,－,142.19,27.09166667,,1775,851,,355,170
東京,44316,雨,母島,ﾊﾊｼﾞﾏ,小笠原村母島字評議平,26,38.1,142,9.7,32,－,－,平19.8.29,－,－,142.1616667,26.635,,1772,796,,354,159
東京,44356,官,南鳥島,ﾐﾅﾐﾄﾘｼﾏ,小笠原村南鳥島　南鳥島気象観測所,24,17.3,153,59,7,15.8,－,平22.6.1,－,－,153.9833333,24.28833333,,2718,514,,543,102
静岡,50066,官,富士山,ﾌｼﾞｻﾝ,富士宮市富士山頂　富士山特別地域気象観測所,35,21.6,138,43.6,3775,－,－,平16.8.26,－,気温、日照,138.7266667,35.36,,1498,1843,,299,368
千葉,45061,四,我孫子,ｱﾋﾞｺ,我孫子市新木野,35,51.8,140,6.6,20,10,1.5,平22.3.11,－,－,140.11,35.86333333,,1608,1903,,321,380
千葉,45081,四,香取,ｶﾄﾘ,香取市大根,35,51.5,140,30.1,37,7.9,1.5,平11.10.12,－,－,140.5016667,35.85833333,,1640,1903,,328,380
千葉,45086,雨,東庄,ﾄｳﾉｼｮｳ,香取郡東庄町小南,35,47.7,140,40.9,52,－,－,#,－,－,140.6816667,35.795,,1654,1895,,330,379
千葉,45106,四,船橋,ﾌﾅﾊﾞｼ,船橋市薬円台,35,42.7,140,2.6,28,7.9,1.5,平11.8.3,－,－,140.0433333,35.71166667,,1603,1885,,320,377
千葉,45116,四,佐倉,ｻｸﾗ,佐倉市角来字屋敷前,35,43.7,140,12.7,5,10.4,1.5,(昭50.4.16)昭53.12.18,－,－,140.2116667,35.72833333,,1616,1887,,323,377
千葉,45121,官,成田,ﾅﾘﾀ,成田市古込字込前　成田航空地方気象台,35,45.8,140,23.1,41,10,－,平15.1.1,－,日照を除く,140.385,35.76333333,,1630,1891,,326,378
千葉,45147,官,銚子,ﾁｮｳｼ,銚子市川口町　銚子地方気象台,35,44.3,140,51.4,20,28.2,－,昭61.8.22,45900,－,140.8566667,35.73833333,,1668,1888,,333,377
千葉,45181,四,横芝光,ﾖｺｼﾊﾞﾋｶﾘ,山武郡横芝光町横芝,35,39.4,140,28.8,6,10,1.5,(昭50.5.16)昭53.1.10,－,－,140.48,35.65666667,,1638,1878,,327,375
千葉,45212,官,千葉,ﾁﾊﾞ,千葉市中央区中央港　千葉特別地域気象観測所,35,36.1,140,6.2,3,47.9,－,昭56.3.30,45905,－,140.1033333,35.60166667,,1608,1872,,321,374
千葉,45261,四,茂原,ﾓﾊﾞﾗ,茂原市高師,35,26.2,140,17.7,11,5.4,1.5,#昭53.1.11,－,－,140.295,35.43666667,,1623,1852,,324,370
千葉,45282,四,木更津,ｷｻﾗﾂﾞ,木更津市請西南,35,21.7,139,56.4,60,10.1,1.5,平18.9.22,－,－,139.94,35.36166667,,1595,1843,,319,368
千葉,45291,四,牛久,ｳｼｸ,市原市米沢,35,23.8,140,8.9,30,9.4,1.5,昭53.1.11,－,－,140.1483333,35.39666667,,1611,1847,,322,369
千葉,45326,四,坂畑,ｻｶﾊﾀ,君津市坂畑,35,14.1,140,5.9,120,10,1.5,昭53.1.12,－,－,140.0983333,35.235,,1607,1828,,321,365
千葉,45331,雨,大多喜,ｵｵﾀｷ,夷隅郡大多喜町松尾,35,15.1,140,12.9,70,－,－,昭50.5.16,－,－,140.215,35.25166667,,1617,1830,,323,366
千葉,45346,雨,鋸南,ｷｮﾅﾝ,安房郡鋸南町大六,35,7.3,139,50.2,10,－,－,#,－,－,139.8366667,35.12166667,,1586,1814,,317,362
千葉,45361,四,鴨川,ｶﾓｶﾞﾜ,鴨川市横渚,35,6.7,140,6,5,10,1.5,#昭53.1.13,－,－,140.1,35.11166667,,1608,1813,,321,362
千葉,45371,官,勝浦,ｶﾂｳﾗ,勝浦市墨名　勝浦特別地域気象観測所,35,9,140,18.7,12,15.2,－,#昭50.12.7,－,－,140.3116667,35.15,,1624,1818,,324,363
千葉,45401,官,館山,ﾀﾃﾔﾏ,館山市長須賀　館山特別地域気象観測所,34,59.2,139,51.9,6,21.8,－,#昭50.3.12,－,－,139.865,34.98666667,,1589,1798,,317,359
神奈川,46001,雨,相模湖,ｻｶﾞﾐｺ,相模原市緑区与瀬,35,36.8,139,11.6,188,－,－,#,－,－,139.1933333,35.61333333,,1535,1873,,307,374
神奈川,46046,雨,相模原中央,ｻｶﾞﾐﾊﾗﾁｭｳｵｳ,相模原市中央区中央,35,34.3,139,22.2,149,－,－,昭50.5.16,－,－,139.37,35.57166667,,1549,1868,,309,373
神奈川,46061,雨,日吉,ﾋﾖｼ,横浜市港北区日吉,35,33.1,139,39,57,－,－,昭50.5.16,－,－,139.65,35.55166667,,1572,1866,,314,373
神奈川,46076,雨,丹沢湖,ﾀﾝｻﾞﾜｺ,足柄上郡山北町神尾田,35,24.6,139,2.6,330,－,－,昭51.5.26,－,－,139.0433333,35.41,,1523,1849,,304,369
神奈川,46091,四,海老名,ｴﾋﾞﾅ,海老名市中新田,35,26,139,23.2,18,6.5,1.5,#昭53.1.17,－,－,139.3866667,35.43333333,,1550,1852,,310,370
神奈川,46106,官,横浜,ﾖｺﾊﾏ,横浜市中区山手町　横浜地方気象台,35,26.3,139,39.1,39,19.8,－,#昭50.3.8,46900,－,139.6516667,35.43833333,,1572,1852,,314,370
神奈川,46136,雨,平塚,ﾋﾗﾂｶ,平塚市公所,35,20.7,139,18.3,20,－,－,昭50.5.16,－,－,139.305,35.345,,1544,1841,,308,368
神奈川,46141,四,辻堂,ﾂｼﾞﾄﾞｳ,藤沢市辻堂西海岸,35,19.2,139,27,5,10,1.5,平4.2.10,－,－,139.45,35.32,,1556,1838,,311,367
神奈川,46161,雨,箱根,ﾊｺﾈ,足柄下郡箱根町芦ノ湯,35,13.3,139,2.5,855,－,－,#,－,－,139.0416667,35.22166667,,1523,1826,,304,365
神奈川,46166,四,小田原,ｵﾀﾞﾜﾗ,小田原市扇町,35,16.6,139,9.3,14,10,1.5,(昭50.5.16)昭53.1.17,－,－,139.155,35.27666667,,1532,1833,,306,366
神奈川,46211,四,三浦,ﾐｳﾗ,三浦市初声町下宮田,35,10.7,139,37.8,42,10,1.5,#昭53.1.20,－,－,139.63,35.17833333,,1570,1821,,314,364
長野,48031,四,野沢温泉,ﾉｻﾞﾜｵﾝｾﾝ,下高井郡野沢温泉村大字豊郷字南原,36,54.7,138,26.5,576,10,3,#昭53.11.16,48900,－,138.4416667,36.91166667,,1475,2029,,295,405
長野,48061,四,信濃町,ｼﾅﾉﾏﾁ,上水内郡信濃町柏原字小丸山,36,48.5,138,11.8,685,9.5,3,#昭53.11.17,48905,－,138.1966667,36.80833333,,1455,2017,,291,403
長野,48066,四,飯山,ｲｲﾔﾏ,飯山市大字飯山字大道東,36,52.5,138,22.5,313,10,3,#昭53.11.16,48910,－,138.375,36.875,,1470,2025,,294,405
長野,48097,雨,小谷,ｵﾀﾘ,北安曇郡小谷村大字中土,36,49.3,137,55.8,550,－,－,昭58.10.13,48915,－,137.93,36.82166667,,1434,2018,,286,403
長野,48141,四,白馬,ﾊｸﾊﾞ,北安曇郡白馬村北城,36,41.9,137,51.7,703,10,3,#昭53.11.21,48920,－,137.8616667,36.69833333,,1428,2003,,285,400
長野,48146,雨,鬼無里,ｷﾅｻ,長野市鬼無里,36,41.3,137,57.9,778,－,－,昭52.6.29,－,－,137.965,36.68833333,,1437,2002,,287,400
長野,48156,官,長野,ﾅｶﾞﾉ,長野市箱清水　長野地方気象台,36,39.7,138,11.5,418,18.8,－,#昭50.3.24,48925,－,138.1916667,36.66166667,,1455,1999,,291,399
長野,48172,雨,笠岳,ｶｻﾀﾞｹ,上高井郡高山村奥山田,36,40,138,27.4,1490,－,－,昭54.7.12,－,－,138.4566667,36.66666667,,1476,2000,,295,400
長野,48191,四,大町,ｵｵﾏﾁ,大町市大町,36,31.4,137,49.9,784,10,2,#昭53.11.20,48930,－,137.8316667,36.52333333,,1426,1982,,285,396
長野,48196,四,信州新町,ｼﾝｼｭｳｼﾝﾏﾁ,長野市信州新町牧田中,36,32.9,137,59.8,509,9.5,1.5,#昭53.11.17,－,－,137.9966667,36.54833333,,1439,1985,,287,397
長野,48216,四,菅平,ｽｶﾞﾀﾞｲﾗ,上田市菅平高原,36,31.9,138,19.5,1253,10,2,(昭50.5.14)昭53.11.15,48935,－,138.325,36.53166667,,1466,1983,,293,396
長野,48247,雨,聖高原,ﾋｼﾞﾘｺｳｹﾞﾝ,東筑摩郡麻績村麻字猿ヶ馬場峯山,36,29.2,138,4.1,985,－,－,昭54.7.19,－,－,138.0683333,36.48666667,,1445,1978,,289,395
長野,48256,四,上田,ｳｴﾀﾞ,上田市古里,36,24,138,15.9,502,6.5,1.5,#昭51.3.16,－,－,138.265,36.4,,1461,1968,,292,393
長野,48296,四,穂高,ﾎﾀｶ,安曇野市穂高,36,20.6,137,52.9,540,10,1.5,#昭53.11.21,－,－,137.8816667,36.34333333,,1430,1961,,286,392
長野,48321,四,東御,ﾄｳﾐ,東御市新張,36,23,138,23,958,10,1.5,(昭50.5.14)昭53.12.1,－,－,138.3833333,36.38333333,,1470,1966,,294,393
長野,48331,官,軽井沢,ｶﾙｲｻﾞﾜ,北佐久郡軽井沢町大字追分　軽井沢特別地域気象観測所,36,20.5,138,32.8,999,－,－,#昭50.12.2,48938,気温、雨,138.5466667,36.34166667,,1483,1961,,296,392
長野,48331,官,軽井沢,ｶﾙｲｻﾞﾜ,北佐久郡軽井沢町大字長倉,36,20.1,138,33.8,950,18.5,－,#昭50.12.2,－,風、日照,138.5633333,36.335,,1485,1960,,297,392
長野,48346,雨,上高地,ｶﾐｺｳﾁ,松本市安曇上高地国有林,36,14.9,137,38,1510,－,－,昭50.5.14,－,－,137.6333333,36.24833333,,1410,1949,,282,389
長野,48361,官,松本,ﾏﾂﾓﾄ,松本市沢村　松本特別地域気象観測所,36,14.8,137,58.2,610,17.6,－,#昭50.3.12,48936,－,137.97,36.24666667,,1437,1949,,287,389
長野,48363,官,松本今井,ﾏﾂﾓﾄｲﾏｲ,松本市大字空港東　松本航空気象観測所,36,10,137,55.3,658,9,－,平15.1.1,－,日照を除く,137.9216667,36.16666667,,1433,1940,,286,388
